customer_id,transaction_id,transaction_amount,amount_deviation,transaction_frequency,country_risk,customer_age,is_money_laundering,transaction_date,data_version,generation_timestamp,n_customers_param,max_tx_per_customer_param
6,6_1,7412.036142981852,102.69429172444234,1,0.780487501478112,34,0,2026-01-06 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
6,6_2,10552.904744622343,3243.562893364933,1,0.03775949406138007,34,0,2026-01-05 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
6,6_3,11873.80911223843,4564.46726098102,1,0.4312032301807192,34,1,2026-01-03 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
6,6_4,3553.396836320456,3755.945014936954,2,0.5882620973472167,34,1,2026-01-07 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
6,6_5,10965.787513455538,3656.445662198128,2,0.14872808801118007,34,0,2026-01-07 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
6,6_6,6265.972403364606,1043.3694478928037,1,0.3380476236887818,34,0,2026-01-04 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
6,6_7,13846.063819382874,6536.721968125465,1,0.2049292558143965,34,0,2026-01-08 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
6,6_8,2448.3588350877562,4860.983016169654,1,0.4547971542843582,34,1,2026-01-02 11:26:31.709050,1.0,2026-01-09T11:26:31.693546,5000,10
7,7_1,1478.746104993829,451.3659034957134,2,0.5350910436935508,65,0,2026-01-07 11:26:31.711477,1.0,2026-01-09T11:26:31.693546,5000,10
7,7_2,304.92373810562026,722.4564633924954,1,0.2542909852448296,65,0,2026-01-08 11:26:31.711477,1.0,2026-01-09T11:26:31.693546,5000,10
7,7_3,956.8650279431323,70.51517355498333,2,0.179247512983417,65,0,2026-01-07 11:26:31.711477,1.0,2026-01-09T11:26:31.693546,5000,10
8,8_1,3324.518103318854,2441.1773414724453,1,0.06814214103175756,70,0,2026-01-05 11:26:31.712836,1.0,2026-01-09T11:26:31.693546,5000,10
9,9_1,300.6182374865201,496.5014579239645,1,0.30687069054474303,57,0,2026-01-08 11:26:31.713939,1.0,2026-01-09T11:26:31.693546,5000,10
9,9_2,325.607608087517,471.5120873229676,1,0.04243108008591443,57,0,2026-01-07 11:26:31.713939,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_1,5338.714230166138,176.4244814428539,3,0.48326634962697756,77,0,2026-01-05 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_2,4096.892226504398,1065.3975222188856,1,0.12369452212170037,77,0,2026-01-06 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_3,3765.1536054677044,1397.1361432555796,3,0.42694362323794627,77,0,2026-01-05 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_4,6292.889530912814,1130.5997821895298,1,0.08505403860901876,77,0,2026-01-02 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_5,3907.292493775578,1254.997254947706,2,0.11976312796080535,77,0,2026-01-07 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_6,3114.1383395773805,2048.1514091459035,2,0.08329263485308012,77,0,2026-01-07 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_7,5861.93939212488,699.6496434015962,3,0.08011707301777952,77,0,2026-01-05 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_8,2107.3159328512693,3054.9738158720147,1,0.17443215547144916,77,0,2026-01-04 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
10,10_9,6966.7484668664665,1804.4587181431825,1,0.19575422253903685,77,0,2026-01-08 11:26:31.714977,1.0,2026-01-09T11:26:31.693546,5000,10
11,11_1,16565.898769155916,10178.471625566242,1,0.3498817062279874,71,0,2026-01-05 11:26:31.716240,1.0,2026-01-09T11:26:31.693546,5000,10
11,11_2,7486.282204470402,1098.8550608807282,1,0.5337826510026036,71,0,2026-01-08 11:26:31.716240,1.0,2026-01-09T11:26:31.693546,5000,10
12,12_1,4323.057466011589,400.6413517839237,1,0.23240579855792373,29,0,2026-01-03 11:26:31.717238,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_1,294.79350070161627,509.9741190546507,1,0.3253633056143478,40,0,2026-01-06 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_2,730.7725617241556,73.99505803211139,4,0.015354642317705076,40,0,2026-01-03 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_3,656.7858301409581,147.9817896153089,4,0.6567520529927964,40,0,2026-01-03 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_4,1265.2441981166598,460.47657836039286,4,0.1350751225687842,40,0,2026-01-03 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_5,183.0850565620966,621.6825631941704,1,0.06442413182579951,40,0,2026-01-07 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_6,962.518928978692,157.751309222425,4,0.3036154181724509,40,0,2026-01-03 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_7,886.0119054316234,81.24428567535642,1,0.22398332101239646,40,0,2026-01-04 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
13,13_8,1534.5576864070506,729.7900666507836,1,0.31584120165238416,40,0,2026-01-02 11:26:31.718563,1.0,2026-01-09T11:26:31.693546,5000,10
14,14_1,854.2878751675205,33.93411216200457,1,0.23762437585751714,57,0,2026-01-04 11:26:31.720979,1.0,2026-01-09T11:26:31.693546,5000,10
14,14_2,220.7749763168838,599.5787866886321,1,0.8958106679002931,57,0,2026-01-03 11:26:31.720979,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_1,8637.82108540743,3009.6190130229597,2,0.056331747018667284,61,0,2026-01-03 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_2,3300.2906169635976,2327.9114554208722,2,0.11788569498988721,61,0,2026-01-04 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_3,6258.820957650053,630.6188852655832,1,0.3241292371445324,61,0,2026-01-08 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_4,9711.866802744235,4083.6647303597647,2,0.2337794459710107,61,0,2026-01-07 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_5,11790.528775809118,6162.326703424648,2,0.20151364949607908,61,0,2026-01-04 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_6,3491.926062898839,2136.2760094856308,2,0.25549782976051755,61,0,2026-01-06 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_7,10907.936375095549,5279.734302711079,2,0.27107067034992216,61,0,2026-01-06 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_8,10782.112083118558,5153.910010734088,2,0.0071699077934664355,61,0,2026-01-03 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_9,4307.894383640452,1320.3076887440175,1,0.23942558738926048,61,0,2026-01-05 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
15,15_10,9111.542238524638,3483.3401661401685,2,0.5445008366323836,61,1,2026-01-07 11:26:31.722603,1.0,2026-01-09T11:26:31.693546,5000,10
16,16_1,3930.9401011571094,90.21966332682359,2,0.09792897084922325,27,0,2026-01-07 11:26:31.723966,1.0,2026-01-09T11:26:31.693546,5000,10
16,16_2,4790.164364927047,949.4439270967614,2,0.14973935066836433,27,0,2026-01-02 11:26:31.723966,1.0,2026-01-09T11:26:31.693546,5000,10
16,16_3,3664.880617555567,175.83982027471893,2,0.07635546283225397,27,0,2026-01-07 11:26:31.723966,1.0,2026-01-09T11:26:31.693546,5000,10
16,16_4,4230.77161522947,390.05117739918387,2,0.368959385731658,27,0,2026-01-02 11:26:31.723966,1.0,2026-01-09T11:26:31.693546,5000,10
16,16_5,4532.374661617692,691.6542237874064,1,0.32484688771758746,27,0,2026-01-04 11:26:31.723966,1.0,2026-01-09T11:26:31.693546,5000,10
17,17_1,8163.639157674323,1336.6150165363342,2,0.03937970982530589,34,0,2026-01-03 11:26:31.725042,1.0,2026-01-09T11:26:31.693546,5000,10
17,17_2,2654.39115445725,6845.863019753407,2,0.18320135131042614,34,0,2026-01-02 11:26:31.725042,1.0,2026-01-09T11:26:31.693546,5000,10
17,17_3,11816.764207081158,2316.510032870501,2,0.48832419534672755,34,0,2026-01-03 11:26:31.725042,1.0,2026-01-09T11:26:31.693546,5000,10
17,17_4,7240.754819665095,2259.499354545562,2,0.31884037144384897,34,0,2026-01-02 11:26:31.725042,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_1,2969.204136683624,314.46523364866334,3,0.6495644676517219,62,0,2026-01-02 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_2,4235.119797003286,951.4504266709991,3,0.49521388929209836,62,0,2026-01-08 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_3,10.0,3273.669370332287,3,0.4230716497678538,62,1,2026-01-02 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_4,4873.988465207993,1590.3190948757056,2,0.4799952464052454,62,0,2026-01-07 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_5,1798.5611313451507,1485.1082389871365,3,0.21753817671217632,62,0,2026-01-08 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_6,2707.7314204242207,575.9379499080665,2,0.6679610865870831,62,0,2026-01-07 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_7,3278.2580140192936,5.411356312993576,1,0.1329228085591569,62,0,2026-01-04 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_8,141.56295935436628,3142.106410977921,3,0.4489806339405243,62,1,2026-01-08 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_9,2892.1026875790685,391.56668275321863,1,0.2032415708867462,62,0,2026-01-06 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
18,18_10,2388.5916695850105,895.0777007472766,3,0.19202326919595572,62,0,2026-01-02 11:26:31.726085,1.0,2026-01-09T11:26:31.693546,5000,10
19,19_1,4747.906388853864,210.5065258081022,2,0.25708141630376913,66,0,2026-01-04 11:26:31.727302,1.0,2026-01-09T11:26:31.693546,5000,10
19,19_2,6373.044818382588,1414.6319037206222,1,0.1205665375686374,66,0,2026-01-07 11:26:31.727302,1.0,2026-01-09T11:26:31.693546,5000,10
19,19_3,2716.4252982313546,2241.9876164306115,1,0.4062782403116905,66,0,2026-01-02 11:26:31.727302,1.0,2026-01-09T11:26:31.693546,5000,10
19,19_4,5075.924006658529,117.51109199656275,1,0.5799520269762182,66,0,2026-01-03 11:26:31.727302,1.0,2026-01-09T11:26:31.693546,5000,10
19,19_5,3528.1788665584327,1430.2340481035335,1,0.06872835780925292,66,0,2026-01-08 11:26:31.727302,1.0,2026-01-09T11:26:31.693546,5000,10
19,19_6,5878.560160535862,920.1472458738963,2,0.17107014070205726,66,0,2026-01-04 11:26:31.727302,1.0,2026-01-09T11:26:31.693546,5000,10
20,20_1,7650.817756787471,645.797026269699,2,0.08700545084385751,25,0,2026-01-07 11:26:31.728889,1.0,2026-01-09T11:26:31.693546,5000,10
20,20_2,9306.547225909271,1009.9324428521013,1,0.19475107392759314,25,0,2026-01-05 11:26:31.728889,1.0,2026-01-09T11:26:31.693546,5000,10
20,20_3,9522.648903423596,1226.0341203664266,2,0.6140649538081336,25,0,2026-01-07 11:26:31.728889,1.0,2026-01-09T11:26:31.693546,5000,10
20,20_4,1603.6914350648394,6692.9233479923305,1,0.7717855292118599,25,1,2026-01-04 11:26:31.728889,1.0,2026-01-09T11:26:31.693546,5000,10
20,20_5,5124.025019572477,3172.5897634846933,1,0.29744228902775777,25,0,2026-01-06 11:26:31.728889,1.0,2026-01-09T11:26:31.693546,5000,10
21,21_1,3134.5455979095805,51.502873266346796,1,0.5334662036460891,74,0,2026-01-04 11:26:31.730715,1.0,2026-01-09T11:26:31.693546,5000,10
21,21_2,4506.886490383784,1320.8380192078566,1,0.319706275524256,74,0,2026-01-08 11:26:31.730715,1.0,2026-01-09T11:26:31.693546,5000,10
21,21_3,4721.485388368681,1535.4369171927538,1,0.26607161021530523,74,0,2026-01-02 11:26:31.730715,1.0,2026-01-09T11:26:31.693546,5000,10
21,21_4,1500.0148738480432,1686.033597327884,1,0.26655176386601903,74,0,2026-01-07 11:26:31.730715,1.0,2026-01-09T11:26:31.693546,5000,10
21,21_5,10.0,3176.0484711759273,1,0.33203336577036774,74,0,2026-01-05 11:26:31.730715,1.0,2026-01-09T11:26:31.693546,5000,10
22,22_1,9411.338664923971,215.70849454258132,1,0.05297197116864828,53,0,2026-01-06 11:26:31.732583,1.0,2026-01-09T11:26:31.693546,5000,10
22,22_2,7033.363040323449,2162.2671300579404,1,0.16466495139090645,53,0,2026-01-08 11:26:31.732583,1.0,2026-01-09T11:26:31.693546,5000,10
22,22_3,5533.456851666516,3662.173318714874,1,0.3874101117062296,53,0,2026-01-03 11:26:31.732583,1.0,2026-01-09T11:26:31.693546,5000,10
22,22_4,4839.0174425798405,4356.612727801549,1,0.25815580392040577,53,0,2026-01-02 11:26:31.732583,1.0,2026-01-09T11:26:31.693546,5000,10
22,22_5,12761.109662322555,3565.479491941165,1,0.20224545822993514,53,0,2026-01-05 11:26:31.732583,1.0,2026-01-09T11:26:31.693546,5000,10
23,23_1,4340.8116603345115,2328.2083226309232,3,0.42875076459583916,67,0,2026-01-02 11:26:31.733789,1.0,2026-01-09T11:26:31.693546,5000,10
23,23_2,6866.484442866706,197.46445990127086,2,0.6890598263247344,67,0,2026-01-05 11:26:31.733789,1.0,2026-01-09T11:26:31.693546,5000,10
23,23_3,4845.513379467687,1823.506603497748,3,0.047640768548339055,67,0,2026-01-02 11:26:31.733789,1.0,2026-01-09T11:26:31.693546,5000,10
23,23_4,11684.099630514364,5015.079647548929,3,0.3938524975211413,67,1,2026-01-02 11:26:31.733789,1.0,2026-01-09T11:26:31.693546,5000,10
23,23_5,5430.446704057475,1238.5732789079602,2,0.3430072037255595,67,0,2026-01-05 11:26:31.733789,1.0,2026-01-09T11:26:31.693546,5000,10
23,23_6,12511.983284341357,5842.963301375922,2,0.24724016476790997,67,0,2026-01-07 11:26:31.733789,1.0,2026-01-09T11:26:31.693546,5000,10
23,23_7,4920.0019143203535,1749.0180686450813,2,0.10251723927724225,67,0,2026-01-07 11:26:31.733789,1.0,2026-01-09T11:26:31.693546,5000,10
24,24_1,931.1908718100804,5140.463409742018,1,0.5710495799310332,31,1,2026-01-05 11:26:31.734929,1.0,2026-01-09T11:26:31.693546,5000,10
24,24_2,10222.754012326986,4151.0997307748885,2,0.31025585872348155,31,0,2026-01-06 11:26:31.734929,1.0,2026-01-09T11:26:31.693546,5000,10
24,24_3,4531.1623967509095,1540.4918848011885,1,0.5246634894067944,31,0,2026-01-07 11:26:31.734929,1.0,2026-01-09T11:26:31.693546,5000,10
24,24_4,6576.861906802758,505.2076252506604,2,0.13345455374927573,31,0,2026-01-06 11:26:31.734929,1.0,2026-01-09T11:26:31.693546,5000,10
25,25_1,2093.9510142178488,4277.483362061009,1,0.3676892833863792,19,0,2026-01-02 11:26:31.736103,1.0,2026-01-09T11:26:31.693546,5000,10
25,25_2,8129.515908507788,1758.08153222893,3,0.22078097776764183,19,0,2026-01-07 11:26:31.736103,1.0,2026-01-09T11:26:31.693546,5000,10
25,25_3,5867.767741891771,503.66663438708656,3,0.19929048099513808,19,0,2026-01-07 11:26:31.736103,1.0,2026-01-09T11:26:31.693546,5000,10
25,25_4,5262.7631055655675,1108.6712707132901,1,0.1269235471901437,19,0,2026-01-04 11:26:31.736103,1.0,2026-01-09T11:26:31.693546,5000,10
25,25_5,10644.47481352387,4273.040437245012,3,0.5216548366503088,19,1,2026-01-07 11:26:31.736103,1.0,2026-01-09T11:26:31.693546,5000,10
25,25_6,6675.099509359527,303.66513308066897,1,0.01632694380408143,19,0,2026-01-05 11:26:31.736103,1.0,2026-01-09T11:26:31.693546,5000,10
25,25_7,6354.433889410495,17.000486868362714,1,0.29925361442744214,19,0,2026-01-03 11:26:31.736103,1.0,2026-01-09T11:26:31.693546,5000,10
26,26_1,4955.032722478722,1374.7851272499552,1,0.01650298462097998,26,1,2026-01-02 11:26:31.737296,1.0,2026-01-09T11:26:31.693546,5000,10
27,27_1,4171.4082324189785,1377.1713738423477,1,0.16402863311254962,68,0,2026-01-05 11:26:31.738456,1.0,2026-01-09T11:26:31.693546,5000,10
27,27_2,5512.849491632321,2718.61263305569,1,0.3838003597666527,68,0,2026-01-04 11:26:31.738456,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_1,117.48350307359306,4827.8236369934975,2,0.4965745225136633,35,1,2026-01-02 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_2,8300.343886863626,3355.036746796535,2,0.13101382128634573,35,0,2026-01-06 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_3,10.0,4935.307140067091,3,0.19673042897973522,35,1,2026-01-03 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_4,4821.379781406544,123.92735866054682,3,0.3086003894739488,35,0,2026-01-08 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_5,8378.811933822933,3433.504793755843,3,0.28435977636033766,35,0,2026-01-03 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_6,7407.71781369766,2462.4106736305694,3,0.07214135183938296,35,1,2026-01-08 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_7,4520.224929350007,425.0822107170834,2,0.05364517086916469,35,0,2026-01-02 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_8,3572.4305364530555,1372.876603614035,3,0.04449766879309382,35,1,2026-01-08 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_9,10.0,4935.307140067091,3,0.1316172870398792,35,1,2026-01-03 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
28,28_10,6785.056026229324,1839.7488861622332,2,0.14838898642558263,35,0,2026-01-06 11:26:31.740197,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_1,4586.43313975322,352.3834594824284,2,0.2314745575160052,77,0,2026-01-08 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_2,2914.845706934518,1319.203973336273,2,0.1102086897619035,77,0,2026-01-07 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_3,3025.7655989879368,1208.2840812828545,1,0.21622195842224348,77,0,2026-01-04 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_4,2936.7608007613053,1297.288879509486,2,0.1861016376343618,77,0,2026-01-07 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_5,4942.10301262527,708.0533323544787,1,0.5413207426990065,77,0,2026-01-06 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_6,2686.6526293125917,1547.3970509581995,1,0.18664469562415348,77,0,2026-01-03 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_7,4707.814332813358,473.7646525425671,1,0.44678314539614994,77,0,2026-01-02 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
29,29_8,6444.564194123577,2210.514513852786,2,0.4525257106583164,77,0,2026-01-08 11:26:31.741862,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_1,5295.191435673072,1888.503536095217,2,0.22633858176869118,58,0,2026-01-06 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_2,4119.115858256351,712.427958678496,1,0.0028532416947249194,58,0,2026-01-03 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_3,3448.6618688462872,41.97396926843203,2,0.3601797452864603,58,0,2026-01-05 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_4,3860.7662609220997,454.0783613442445,2,0.7330784480149055,58,0,2026-01-08 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_5,3705.7028268325284,299.01492725467324,1,0.13720115520410658,58,0,2026-01-04 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_6,323.7053562257529,3082.9825433521023,1,0.014207556508781872,58,0,2026-01-07 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_7,4031.9893246651104,625.3014250872552,2,0.02037122103244671,58,0,2026-01-05 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_8,4653.7462166262885,1247.0583170484333,2,0.43865881677412666,58,0,2026-01-08 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
30,30_9,10.0,3396.687899577855,2,0.11081236863923395,58,0,2026-01-06 11:26:31.743107,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_1,6918.299935408176,2717.7429336491305,2,0.06305062907153332,34,0,2026-01-05 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_2,11340.479520978548,1704.4366519212417,3,0.09575351875904618,34,0,2026-01-06 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_3,1655.4061316309708,7980.6367374263355,3,0.033780980132742514,34,1,2026-01-06 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_4,10.0,9626.042869057306,1,0.3358722423208685,34,0,2026-01-08 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_5,16868.080174258823,7232.037305201517,3,0.27012441354620503,34,1,2026-01-06 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_6,15198.854687025621,5562.811817968315,1,0.372509488294083,34,0,2026-01-04 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_7,13981.054087389453,4345.011218332147,2,0.42722527766585916,34,1,2026-01-05 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
31,31_8,11896.257232078024,2260.2143630207174,1,0.3391511818612695,34,0,2026-01-07 11:26:31.744465,1.0,2026-01-09T11:26:31.693546,5000,10
32,32_1,159.039374861759,37.692014588159225,1,0.7791916216493456,57,0,2026-01-03 11:26:31.745669,1.0,2026-01-09T11:26:31.693546,5000,10
33,33_1,3852.517041704069,1771.0296236804488,1,0.07852674893497572,32,0,2026-01-05 11:26:31.746566,1.0,2026-01-09T11:26:31.693546,5000,10
33,33_2,3398.2334983100172,1316.746080286397,1,0.20959158099109104,32,0,2026-01-02 11:26:31.746566,1.0,2026-01-09T11:26:31.693546,5000,10
33,33_3,3488.030091363334,1406.542673339714,3,0.017466538390615488,32,0,2026-01-04 11:26:31.746566,1.0,2026-01-09T11:26:31.693546,5000,10
33,33_4,2758.263876249223,676.7764582256027,1,0.12377530742288817,32,0,2026-01-06 11:26:31.746566,1.0,2026-01-09T11:26:31.693546,5000,10
33,33_5,3821.1115875077403,1739.62416948412,3,0.19505220856935207,32,0,2026-01-04 11:26:31.746566,1.0,2026-01-09T11:26:31.693546,5000,10
33,33_6,10.0,2071.48741802362,3,0.34956201407678744,32,0,2026-01-04 11:26:31.746566,1.0,2026-01-09T11:26:31.693546,5000,10
33,33_7,1696.2346630142442,385.25275500937596,1,0.46732603911026416,32,0,2026-01-07 11:26:31.746566,1.0,2026-01-09T11:26:31.693546,5000,10
34,34_1,108.90874066625759,388.17225431731896,1,0.7486108819218179,77,0,2026-01-04 11:26:31.747743,1.0,2026-01-09T11:26:31.693546,5000,10
35,35_1,2783.163516472113,1116.9232870190704,1,0.2356947039113097,29,0,2026-01-06 11:26:31.748929,1.0,2026-01-09T11:26:31.693546,5000,10
35,35_2,896.2035364482608,3003.8832670429224,1,0.25804441823814117,29,0,2026-01-08 11:26:31.748929,1.0,2026-01-09T11:26:31.693546,5000,10
36,36_1,3284.4341506168507,1912.2576532870821,2,0.2317422431362904,31,0,2026-01-05 11:26:31.750740,1.0,2026-01-09T11:26:31.693546,5000,10
36,36_2,3356.857983669591,1839.833820234342,1,0.11778044742977685,31,0,2026-01-03 11:26:31.750740,1.0,2026-01-09T11:26:31.693546,5000,10
36,36_3,9096.184855712885,3899.4930518089523,1,0.05721926714118973,31,0,2026-01-08 11:26:31.750740,1.0,2026-01-09T11:26:31.693546,5000,10
36,36_4,4360.9726866491355,835.7191172547973,1,0.4540630111146831,31,0,2026-01-07 11:26:31.750740,1.0,2026-01-09T11:26:31.693546,5000,10
